Set Temperature;Actual Temperature;Voltage;Current
20;24.496;1149.999999864032;1.3596820735983783e-07
20;24.496;1199.9999998406352;1.593647596109804e-07
20;24.496;1199.9999998406352;1.593647596109804e-07
20;24.497;1249.9999998345927;1.6540734293357673e-07
20;24.497;1249.9999998345927;1.6540734293357673e-07
20;24.497;1299.9999998345927;1.6540734293357673e-07
20;24.499;1299.9999998345927;1.6540734293357673e-07
20;24.499;1349.9999998342305;1.6576959183112194e-07
20;24.499;1349.9999998342305;1.6576959183112194e-07
20;24.498;1399.9999998155758;1.844242518700412e-07
20;24.498;1399.9999998155758;1.844242518700412e-07
20;24.499;1449.9999998155758;1.844242518700412e-07
20;24.499;1449.999999805532;1.9446783028342907e-07
20;24.499;1499.999999805532;1.9446783028342907e-07
20;24.499;1499.999999805532;1.9446783028342907e-07
20;24.499;1549.9999997964271;2.035729096405703e-07
20;24.499;1549.9999997964271;2.035729096405703e-07
20;24.499;1599.999999775418;2.2458205251041363e-07
20;24.499;1599.999999775418;2.2458205251041363e-07
20;24.501;1649.999999775418;2.2458205251041363e-07
20;24.501;1649.999999754244;2.4575587076469674e-07
20;24.501;1699.999999754244;2.4575587076469674e-07
20;24.501;1699.999999754244;2.4575587076469674e-07
20;24.501;1749.9999997413686;2.5863135988402064e-07
20;24.501;1749.9999997413686;2.5863135988402064e-07
20;24.502;1799.9999996824738;3.175261440446775e-07
20;24.502;1799.9999996824738;3.175261440446775e-07
20;24.501;1849.9999996824738;3.175261440446775e-07
20;24.501;1849.999999629243;3.70757021528334e-07
20;24.501;1899.999999629243;3.70757021528334e-07
20;24.503;1949.999999572538;4.274619982425065e-07
